run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_title	experiment_alias	Sampletype	Substrate	Location	Latitude	Longitude	fastq_ftp	sample_title
SRR17458604	SAMN24661212	SRX13629838	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Aquarium Seawater	1A-64A-SII16May17-2Lfrom5GalincBucket-1600-NT-005_S1	Water	Seawater		33.76	-76.55	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/004/SRR17458604/SRR17458604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/004/SRR17458604/SRR17458604_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458607	SAMN24661209	SRX13629835	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	15-NT-03-bwhiteirregularstrip_S17	Plastic	PP		31.18	-79.5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/007/SRR17458607/SRR17458607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/007/SRR17458607/SRR17458607_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458609	SAMN24661246	SRX13629833	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	6-NT-01-dlongnarrowfilm_S5	Plastic	PE		26.73	-79.89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/009/SRR17458609/SRR17458609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/009/SRR17458609/SRR17458609_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458611	SAMN24661244	SRX13629831	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	60-Drifterexpttime7PHApellets_S29	Plastic	PHA		37.89	-76.13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/011/SRR17458611/SRR17458611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/011/SRR17458611/SRR17458611_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458613	SAMN24661243	SRX13629829	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	5-NT-01-ccornerbagfilm_S7	Plastic	PE		26.73	-79.89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/013/SRR17458613/SRR17458613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/013/SRR17458613/SRR17458613_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458615	SAMN24661241	SRX13629827	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	56-Drifterexpttime7PHA_S32	Plastic	PHA		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/015/SRR17458615/SRR17458615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/015/SRR17458615/SRR17458615_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458616	SAMN24661240	SRX13629826	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	55-Drifterexpttime7PS_S33	Plastic	PS		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/016/SRR17458616/SRR17458616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/016/SRR17458616/SRR17458616_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458617	SAMN24661239	SRX13629825	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	54-Drifterexpttime7pellets_S34	Plastic	HDPE		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/017/SRR17458617/SRR17458617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/017/SRR17458617/SRR17458617_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458623	SAMN24661207	SRX13629819	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	14-NT-03-alargewhitefragment_S15	Plastic	PE		31.18	-79.5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/023/SRR17458623/SRR17458623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/023/SRR17458623/SRR17458623_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458624	SAMN24661233	SRX13629818	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Aquarium Seawater	4A-66A-SII-17May17-1900ish-2Lfrom5galincubbucket_S4	Water	Seawater		36.9	-75.93	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/024/SRR17458624/SRR17458624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/024/SRR17458624/SRR17458624_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458626	SAMN24661231	SRX13629816	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	49-Drifterexpttime5punches_S39	Plastic	HDPE		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/026/SRR17458626/SRR17458626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/026/SRR17458626/SRR17458626_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458627	SAMN24661230	SRX13629815	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	47-Drifterexpttime4punches_S40	Plastic	HDPE		24.43	-65.55	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/027/SRR17458627/SRR17458627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/027/SRR17458627/SRR17458627_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458628	SAMN24661229	SRX13629814	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Wood Biofilm	46-NT-08-alargeflatwhitepiecewithbiofilm_S26	Non-plastic	Wood		37.89	-76.17	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/028/SRR17458628/SRR17458628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/028/SRR17458628/SRR17458628_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458632	SAMN24661225	SRX13629810	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	40-NT-03-alargerigidwhite_S12	Plastic	PE		24.95	-66.35	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/032/SRR17458632/SRR17458632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/032/SRR17458632/SRR17458632_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458636	SAMN24661222	SRX13629806	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	38-1stcolexpttime10punches_S43	Plastic	HDPE		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/036/SRR17458636/SRR17458636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/036/SRR17458636/SRR17458636_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458638	SAMN24661220	SRX13629804	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	34-NT-06-aplasticfilmwithbrownbiofilm_S23	Plastic	PMMA		36.04	-75.52	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/038/SRR17458638/SRR17458638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/038/SRR17458638/SRR17458638_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458639	SAMN24661219	SRX13629803	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	34-1stcolexpttime8punches_S44	Plastic	HDPE		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/039/SRR17458639/SRR17458639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/039/SRR17458639/SRR17458639_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458643	SAMN24661215	SRX13629799	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	25-NT-04-cclearfilm_S19	Plastic	PE		33.45	-76.89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/043/SRR17458643/SRR17458643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/043/SRR17458643/SRR17458643_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458645	SAMN24661205	SRX13629797	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	13-NT-02-amonofilament_S10	Plastic	PE		25.89	-69.88	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/045/SRR17458645/SRR17458645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/045/SRR17458645/SRR17458645_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458605	SAMN24661211	SRX13629837	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	19-NT-03-fmultiplemixedpieces_S16	Plastic	PE		31.18	-79.5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/005/SRR17458605/SRR17458605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/005/SRR17458605/SRR17458605_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458608	SAMN24661247	SRX13629834	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	7-NT-01-etropicalpunchlabel_S6	Plastic	PP		26.73	-79.89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/008/SRR17458608/SRR17458608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/008/SRR17458608/SRR17458608_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458612	SAMN24661208	SRX13629830	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	15-NT-02-csmallwhiteirregularfragment_S9	Plastic	PE		25.89	-69.88	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/012/SRR17458612/SRR17458612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/012/SRR17458612/SRR17458612_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458618	SAMN24661238	SRX13629824	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Wood Biofilm	53-NT-08-hwood_S25	Non-plastic	Wood		37.89	-76.17	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/018/SRR17458618/SRR17458618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/018/SRR17458618/SRR17458618_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458622	SAMN24661234	SRX13629820	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	50-Drifterexpttime5pellets_S38	Plastic	HDPE		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/022/SRR17458622/SRR17458622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/022/SRR17458622/SRR17458622_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458625	SAMN24661232	SRX13629817	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Cardboard Biofilm	49-NT-08-dsmallchunkwithbiofilm-cardboard_S24	Non-plastic	Cardboard		37.89	-76.17	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/025/SRR17458625/SRR17458625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/025/SRR17458625/SRR17458625_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458629	SAMN24661228	SRX13629813	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	45-Drifterexpttime6PHApellets_S30	Plastic	PHA		36.9	-75.93	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/029/SRR17458629/SRR17458629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/029/SRR17458629/SRR17458629_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458631	SAMN24661226	SRX13629811	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	41-Drifterexpttime5PHApellets_S31	Plastic	PHA		36.1	-75.5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/031/SRR17458631/SRR17458631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/031/SRR17458631/SRR17458631_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458633	SAMN24661224	SRX13629809	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Aquarium Seawater	3A-66A-SII-15May7-NT-003-2000mlfrom5galincbucket_S3	Water	Seawater		31.16	-79.52	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/033/SRR17458633/SRR17458633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/033/SRR17458633/SRR17458633_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458635	SAMN24661223	SRX13629807	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	39-1stcolexpttime10pellets_S42	Plastic	HDPE		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/035/SRR17458635/SRR17458635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/035/SRR17458635/SRR17458635_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458637	SAMN24661221	SRX13629805	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	36-NT-06-cyellowfilament_S22	Plastic	PP		36.04	-75.52	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/037/SRR17458637/SRR17458637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/037/SRR17458637/SRR17458637_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458640	SAMN24661218	SRX13629802	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	30-NT-05-bbluefilament_S21	Plastic	PE		33.69	-76.62	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/040/SRR17458640/SRR17458640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/040/SRR17458640/SRR17458640_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458641	SAMN24661217	SRX13629801	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Aquarium Seawater	2B-65B-SII14May17Day0-SterivexwithLysisbuffer-2000from5galIncubBucket_S2	Water	Seawater		27.06	-79.95	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/041/SRR17458641/SRR17458641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/041/SRR17458641/SRR17458641_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458642	SAMN24661216	SRX13629800	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	29-NT-05-awhitefilm_S20	Plastic	PE		33.69	-76.62	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/042/SRR17458642/SRR17458642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/042/SRR17458642/SRR17458642_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458644	SAMN24661214	SRX13629798	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	24-NT-04-bbluefilament_S18	Plastic	PE		33.45	-76.89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/044/SRR17458644/SRR17458644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/044/SRR17458644/SRR17458644_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17331969	SAMN24114817	SRX13507538	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S10	S10	Plastic	PE		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/069/SRR17331969/SRR17331969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/069/SRR17331969/SRR17331969_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331971	SAMN24114815	SRX13507536	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S8	S8	Plastic	BI-OPL		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/071/SRR17331971/SRR17331971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/071/SRR17331971/SRR17331971_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331974	SAMN24114812	SRX13507533	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S5	S5	Plastic	Ecovio		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/074/SRR17331974/SRR17331974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/074/SRR17331974/SRR17331974_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331976	SAMN24114810	SRX13507531	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S3	S3	Non-plastic	Soil		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/076/SRR17331976/SRR17331976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/076/SRR17331976/SRR17331976_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331977	SAMN24114819	SRX13507530	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S12	S12	Plastic	PE		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/077/SRR17331977/SRR17331977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/077/SRR17331977/SRR17331977_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331970	SAMN24114816	SRX13507537	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S9	S9	Plastic	BI-OPL		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/070/SRR17331970/SRR17331970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/070/SRR17331970/SRR17331970_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331972	SAMN24114814	SRX13507535	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S7	S7	Plastic	BI-OPL		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/072/SRR17331972/SRR17331972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/072/SRR17331972/SRR17331972_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331979	SAMN24114809	SRX13507528	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S2	S2	Non-plastic	Soil		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/079/SRR17331979/SRR17331979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/079/SRR17331979/SRR17331979_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331973	SAMN24114813	SRX13507534	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S6	S6	Plastic	Ecovio		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/073/SRR17331973/SRR17331973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/073/SRR17331973/SRR17331973_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331975	SAMN24114811	SRX13507532	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S4	S4	Plastic	Ecovio		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/075/SRR17331975/SRR17331975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/075/SRR17331975/SRR17331975_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331978	SAMN24114818	SRX13507529	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S11	S11	Plastic	PE		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/078/SRR17331978/SRR17331978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/078/SRR17331978/SRR17331978_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17331980	SAMN24114808	SRX13507527	PRJNA787583	410658	soil metagenome	NextSeq 2000 sequencing: S1	S1	Non-plastic	Soil		46.49634	9.93145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/080/SRR17331980/SRR17331980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/080/SRR17331980/SRR17331980_2.fastq.gz	Metagenome or environmental sample from soil metagenome
SRR17656790	SAMN25037269	SRX13824899	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S269	Plastic	PF	4	21.54	107.976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/090/SRR17656790/SRR17656790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/090/SRR17656790/SRR17656790_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656800	SAMN25037281	SRX13824889	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S281	Plastic	PS	1	21.746	107.764	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR17656800/SRR17656800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR17656800/SRR17656800_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656807	SAMN25037275	SRX13824882	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S275	Plastic	PFP	5	21.547	107.999	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR17656807/SRR17656807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR17656807/SRR17656807_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656808	SAMN25037274	SRX13824881	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S274	Plastic	PFP	4	21.54	107.976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR17656808/SRR17656808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR17656808/SRR17656808_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656809	SAMN25037273	SRX13824880	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S273	Plastic	PFP	3	21.64	107.878	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR17656809/SRR17656809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR17656809/SRR17656809_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656812	SAMN25037262	SRX13824877	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S262	Plastic	PE	2	21.649	107.831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/012/SRR17656812/SRR17656812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/012/SRR17656812/SRR17656812_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656794	SAMN25037265	SRX13824895	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S265	Plastic	PE	5	21.547	107.999	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/094/SRR17656794/SRR17656794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/094/SRR17656794/SRR17656794_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656801	SAMN25037263	SRX13824888	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S263	Plastic	PE	3	21.64	107.878	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR17656801/SRR17656801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR17656801/SRR17656801_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656805	SAMN25037277	SRX13824884	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S277	Plastic	PP	2	21.649	107.831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR17656805/SRR17656805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR17656805/SRR17656805_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656789	SAMN25037270	SRX13824900	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S270	Plastic	PF	5	21.547	107.999	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/089/SRR17656789/SRR17656789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/089/SRR17656789/SRR17656789_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656791	SAMN25037268	SRX13824898	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S268	Plastic	PF	3	21.64	107.878	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/091/SRR17656791/SRR17656791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/091/SRR17656791/SRR17656791_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
SRR17656792	SAMN25037267	SRX13824897	PRJNA797856	2014073	plastic metagenome	Illumina NovaSeq 6000 sequencing: DNAseq of plastisphere	S267	Plastic	PF	2	21.649	107.831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/092/SRR17656792/SRR17656792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/092/SRR17656792/SRR17656792_2.fastq.gz	Metagenome or environmental sample from plastic metagenome
